,0,1,2,3,4
13322,"""Bragg's Factory Diner""","""24 Carrots Juice Bar & Cafe""","""Adamson Barbecue""","""Salt Cellar""","""Angelo's Pizza"""
13323,"""Due Forni""","""Frost Gelato""","""Ahipoki Bowl""","""Daily Kitchen Healthy Food & Juice Bar""","""Hobak Korean BBQ"""
13324,"""Firefly""","""Ital Vital""","""Eiffel Tower""","""The Greeks Grill""","""Naked Fish's Sushi & Grill"""
13325,"""Burrito Boyz""","""Sunrise House""","""Alexander Michael's""","""Dumpling House Restaurant""","""Yupha's Thai Kitchen"""
13326,"""The Shore Club - Toronto""","""Eiffel Tower""","""Island Sushi & Grill""","""Le Robin Square""","""Liberty Market"""
13327,"""Chilli Chicken House""","""Craft 64""","""Pastel Creperies & Dessert House""","""Blaze Fast-Fire'd Pizza""","""Joe Beef"""
13328,"""Liberty Market""","""OHSO Brewery - Paradise Valley""","""Deagan's Kitchen & Bar""","""Lucky's Café""","""Republic Ramen + Noodles"""
13329,"""Pizza Brutta""","""Presti's Bakery""","""Burrito Boyz""","""Barrio""","""Chompie's Deli"""
13330,"""Kaiju""","""Cibo""","""Blaze Fast-Fire'd Pizza""","""Petite Maison""","""Burrito Boyz"""
13331,"""Other Mama""","""L'Atelier de Joël Robuchon""","""Burger Lounge""","""BLT Burger""","""Mizumi"""
13332,"""Island Sushi & Grill""","""FnB""","""Tommy's Restaurant""","""DW Bistro""","""Barrio"""
13333,"""Fat Heads Brewery and Saloon""","""Stacks & Yolks""","""Futo Buta""","""Los Tacos""","""Foundation Room"""
13334,"""Sushi Kaji Restaurant""","""Angelo's Pizza""","""Nota Bene""","""Tommy's Restaurant""","""Cibo"""
13335,"""Frost Gelato""","""The Herb Box""","""Chon Thai Food""","""Lucky's Café""","""Cartel Coffee Lab"""
13336,"""Butterfield's Pancake House""","""Other Mama""","""Fukuburger Truck""","""Guy Fieri's Vegas Kitchen & Bar""","""Postino Arcadia"""
13337,"""Andre's""","""Barrio""","""The Barrymore""","""Pastel Creperies & Dessert House""","""DW Bistro"""
13338,"""Blaze Fast-Fire'd Pizza""","""Cartel Coffee Lab""","""Pastel Creperies & Dessert House""","""Cibo""","""Soho Japanese Restaurant"""
13339,"""Ventano Italian Grill & Seafood""","""Oregano's Pizza Bistro""","""Hobak Korean BBQ""","""Butterfield's Pancake House""","""Soho Japanese Restaurant"""
13340,"""Jardin""","""Cactus Club Cafe""","""Kaiju""","""Adamson Barbecue""","""Hobak Korean BBQ"""
13341,"""L'Atelier de Joël Robuchon""","""Due Forni""","""Fukuburger Truck""","""Guy Savoy""","""Other Mama"""
13342,"""The Fry Bread House""","""Cactus Club Cafe""","""BLT Burger""","""Fat Heads Brewery and Saloon""","""Firefly"""
13343,"""Other Mama""","""The County General""","""DW Bistro""","""Burrito Boyz""","""Soho Japanese Restaurant"""
13344,"""DW Bistro""","""Blueberry Hill Family Restaurant ""","""Blaze Fast-Fire'd Pizza""","""Hugo's Cellar""","""BARDOT Brasserie"""
13345,"""FnB""","""Adamson Barbecue""","""Richardson's""","""Le Macaron French Pastries""","""Ahipoki Bowl"""
13346,"""China Magic Noodle House""","""Blue Adobe Grille""","""Liberty Market""","""Ahipoki Bowl""","""Joyride Taco House"""
13347,"""DW Bistro""","""Lucky's Café""","""Andre's""","""Barrio""","""Island Sushi & Grill"""
13348,"""Postino Arcadia""","""FnB""","""China Magic Noodle House""","""Cibo""","""Liberty Market"""
13349,"""Island Sushi & Grill""","""Lucky's Café""","""The Monastery""","""Beckett's Table""","""Liberty Market"""
13350,"""Makai Pacific Island Grill""","""Grand Lux Cafe""","""Frost Gelato""","""Soho Japanese Restaurant""","""Hugo's Cellar"""
13351,"""Ocotillo""","""DOMA""","""Salt Cellar""","""Poke Guys""","""Kaiju"""
13352,"""Fat Heads Brewery and Saloon""","""Barrio""","""Johnson Public House""","""Postino Arcadia""","""Grand Lux Cafe"""
13353,"""Cactus Club Cafe""","""Gritz Cafe""","""Ni Ji Sushi""","""Butterfield's Pancake House""","""Soho Japanese Restaurant"""
13354,"""Timbers - Azure""","""Ventano Italian Grill & Seafood""","""Big Dog's Draft House""","""Omelet House""","""Hobak Korean BBQ"""
13355,"""Rolling in Dough Cafe""","""The Fry Bread House""","""Chon Thai Food""","""Javier's""","""Mi Peru South American Grill"""
13356,"""Bannock""","""Sunrise House""","""Futo Buta""","""Fat Heads Brewery and Saloon""","""Postino Arcadia"""
13357,"""Naked Fish's Sushi & Grill""","""Wendigo""","""Boba Hut""","""Charleston's""","""Liberty Market"""
13358,"""Graze""","""Ocotillo""","""Guy Fieri's Vegas Kitchen & Bar""","""Kodo Sushi Sake""","""BARDOT Brasserie"""
13359,"""La Tolteca Mexican Foods""","""Senor Taco""","""Salt Cellar""","""Ocotillo""","""Adamson Barbecue"""
13360,"""Big Buddha""","""Kneaders Bakery & Cafe""","""Le Robin Square""","""Angelo's Pizza""","""Cibo"""
13361,"""Firefly""","""Due Forni""","""Burrito Boyz""","""Umiya Sushi""","""Angelo's Pizza"""
13362,"""Monty's Blue Plate Diner""","""Cheese N Stuff Deli""","""Paymon's Mediterranean Cafe & Lounge""","""Beckett's Table""","""Pita Jungle"""
13363,"""N9NE Steakhouse""","""Hobak Korean BBQ""","""L'Atelier de Joël Robuchon""","""Duzan Mediterranean Cafe & Tapas""","""Hugo's Cellar"""
13364,"""Hobak Korean BBQ""","""DW Bistro""","""The Barrymore""","""Rosallie""","""Butterfield's Pancake House"""
13365,"""Pa Pa Chang's""","""Blue Adobe Grille""","""Kaiju""","""Poke Guys""","""Blaze Fast-Fire'd Pizza"""
13366,"""The Barrymore""","""The Melting Pot - Charlotte""","""Futo Buta""","""Sushi Station""","""Lucky's Café"""
13367,"""Lola Coffee""","""Cibo""","""Pastel Creperies & Dessert House""","""Butterfield's Pancake House""","""Burrito Boyz"""
13368,"""Soho Japanese Restaurant""","""Barrio""","""Hoosier Cafe""","""Fukuburger Truck""","""OHSO Brewery - Paradise Valley"""
13369,"""Grand Lux Cafe""","""Orange Sky""","""Burrito Boyz""","""Electric Mud BBQ""","""Aloha Kitchen & Bar"""
13370,"""Frost Gelato""","""Fat Heads Brewery and Saloon""","""Guy Savoy""","""Burrito Boyz""","""Monty's Blue Plate Diner"""
13371,"""Ruth's Chris Steak House""","""L'Atelier de Joël Robuchon""","""Chicago Gyros""","""Other Mama""","""The Barrymore"""
13372,"""FnB""","""Cibo""","""Ahipoki Bowl""","""Postino Arcadia""","""Liberty Market"""
13373,"""Chompie's Deli""","""Las Palmas""","""Tommy's Restaurant""","""Dumpling House Restaurant""","""Blaze Fast-Fire'd Pizza"""
13374,"""Eiffel Tower""","""Bannock""","""Salt Cellar""","""Ahipoki Bowl""","""Liberty Market"""
13375,"""Lucky's Café""","""Island Sushi & Grill""","""China Magic Noodle House""","""Dumpling House Restaurant""","""Deagan's Kitchen & Bar"""
13376,"""Joyride Taco House""","""Graze""","""Island Sushi & Grill""","""Barrio""","""Grand Lux Cafe"""
13377,"""The Greeks Grill""","""Butterfield's Pancake House""","""Postino Arcadia""","""Lucky's Café""","""Gabriella's Italian Grill & Pizzeria"""
13378,"""Pinches Tacos""","""The Barrymore""","""Chon Thai Food""","""Lucky's Café""","""Soho Japanese Restaurant"""
13379,"""Bosa Donuts""","""Bolet's Burrito""","""Sushi Catcher""","""Lola Coffee""","""Liberty Market"""
13380,"""Ahipoki Bowl""","""Poke Guys""","""School Restaurant""","""Blaze Fast-Fire'd Pizza""","""Postino Arcadia"""
13381,"""Joyride Taco House""","""Burrito Boyz""","""Danny Boy's Pizza""","""Ni Ji Sushi""","""Monty's Blue Plate Diner"""
13382,"""Beckett's Table""","""Los Tacos""","""Hobak Korean BBQ""","""Liberty Market""","""Cibo"""
13383,"""Fat Heads Brewery and Saloon""","""Las Palmas""","""Burrito Boyz""","""Lucky's Café""","""Deagan's Kitchen & Bar"""
13384,"""Summer's Ice Cream""","""Tacos & Beer""","""Yama Sushi""","""Cactus Club Cafe""","""Firefly"""
13385,"""The Uprooted Kitchen""","""Dumpling House Restaurant""","""Petite Maison""","""Culver's""","""Paymon's Mediterranean Cafe & Lounge"""
13386,"""Adamson Barbecue""","""Postino Arcadia""","""Yummy Grill & Sushi""","""Island Sushi & Grill""","""Butterfield's Pancake House"""
13387,"""Soho Japanese Restaurant""","""School Restaurant""","""Liberty Market""","""Angelo's Pizza""","""Frost Gelato"""
13388,"""Tacos & Beer""","""Cartel Coffee Lab""","""Hobak Korean BBQ""","""Rolling in Dough Cafe""","""Soho Japanese Restaurant"""
13389,"""Kai""","""Altius""","""Postino Arcadia""","""Yummy Grill & Sushi""","""Cibo"""
13390,"""Makai Pacific Island Grill""","""Eiffel Tower""","""Izakaya Go""","""L'Atelier de Joël Robuchon""","""N9NE Steakhouse"""
13391,"""Summer's Ice Cream""","""Angelo's Pizza""","""Kaiju""","""Adamson Barbecue""","""Cactus Club Cafe"""
13392,"""Quiet Storm Vegetarian & Vegan Cafe""","""Vivace""","""Umiya Sushi""","""Liberty Market""","""Lucky's Café"""
13393,"""Burrito Boyz""","""Danny Boy's Pizza""","""Yupha's Thai Kitchen""","""Sushi Kaji Restaurant""","""Postino Arcadia"""
13394,"""Raising Cane's""","""Due Forni""","""Soho Japanese Restaurant""","""Javier's""","""Musashi Japanese Steakhouse"""
13395,"""Liberty Market""","""Ahipoki Bowl""","""Nespresso Boutique Bar""","""Lola Coffee""","""Salt Cellar"""
13396,"""Burrito Boyz""","""Dumpling House Restaurant""","""Blue Adobe Grille""","""Federick""","""Bannock"""
13397,"""Sinatra""","""Tommy's Restaurant""","""Hobak Korean BBQ""","""Cibo""","""Big Buddha"""
13398,"""Pastel Creperies & Dessert House""","""Blaze Fast-Fire'd Pizza""","""Yummy Grill & Sushi""","""Postino Arcadia""","""Izakaya Go"""
13399,"""Barrio""","""Lucky's Café""","""BARDOT Brasserie""","""Graze""","""Postino Arcadia"""
13400,"""Pa Pa Chang's""","""FnB""","""Poke Guys""","""Cibo""","""Blaze Fast-Fire'd Pizza"""
13401,"""Shangri-La Hotel""","""Poke Guys""","""Kaiju""","""Yupha's Thai Kitchen""","""Angelo's Pizza"""
13402,"""L'Atelier de Joël Robuchon""","""Nota Bene""","""Blaze Fast-Fire'd Pizza""","""Figo""","""Sidecar"""
13403,"""Hobak Korean BBQ""","""Due Forni""","""Soho Japanese Restaurant""","""Liberty Market""","""Frost Gelato"""
13404,"""Nando's Mexican Cafe""","""Dumpling House Restaurant""","""The Fry Bread House""","""Petite Maison""","""Lucky's Café"""
13405,"""Blaze Fast-Fire'd Pizza""","""Other Mama""","""Cibo""","""DW Bistro""","""Postino Arcadia"""
13406,"""Hash Kitchen""","""Hobak Korean BBQ""","""Other Mama""","""Guy Savoy""","""L'Atelier de Joël Robuchon"""
13407,"""Cartel Coffee Lab""","""Lim Ga Ne""","""Angelo's Pizza""","""Hugo's Cellar""","""Bannock"""
13408,"""Ruth's Chris Steak House""","""Restaurant Chantecler""","""Cafe Breizh""","""Voodoo Wing Company""","""Lola Coffee"""
13409,"""FnB""","""Tandoori Times Indian Bistro""","""Dumpling House Restaurant""","""Petite Maison""","""Blaze Fast-Fire'd Pizza"""
13410,"""Ni Ji Sushi""","""Archi's Thai Cafe""","""Fukuburger Truck""","""Butterfield's Pancake House""","""Other Mama"""
13411,"""Monty's Blue Plate Diner""","""Cartel Coffee Lab""","""Adamson Barbecue""","""Sushi Kaji Restaurant""","""Angelo's Pizza"""
13412,"""Postino Arcadia""","""Yupha's Thai Kitchen""","""Cibo""","""Blue Adobe Grille""","""Guy Fieri's Vegas Kitchen & Bar"""
13413,"""SOLO Trattoria""","""Blaze Fast-Fire'd Pizza""","""Liberty Market""","""Cartel Coffee Lab""","""Postino Arcadia"""
13414,"""Barrio Queen""","""Cibo""","""Paymon's Mediterranean Cafe & Lounge""","""Musashi Japanese Steakhouse""","""Adamson Barbecue"""
13415,"""Eiffel Tower""","""Lucky's Café""","""Barrio""","""Mattie's Diner""","""DW Bistro"""
13416,"""Presti's Bakery""","""China Magic Noodle House""","""Deagan's Kitchen & Bar""","""Barrio""","""Cibo"""
13417,"""Liberty Market""","""Kona Grill""","""Beckett's Table""","""Cafe Rio""","""Lucky's Café"""
13418,"""Adamson Barbecue""","""Papi Queso""","""Angelo's Pizza""","""Sushi Station""","""Firefly"""
13419,"""Fat Heads Brewery and Saloon""","""FnB""","""Ahipoki Bowl""","""Pita Jungle""","""Richardson's"""
13420,"""Petite Maison""","""Frost Gelato""","""Dumpling House Restaurant""","""School Restaurant""","""Blaze Fast-Fire'd Pizza"""
13421,"""Salt Cellar""","""Ahipoki Bowl""","""Liberty Market""","""Joe Beef""","""Beckett's Table"""
13422,"""Nobuo At Teeter House""","""DW Bistro""","""BLT Burger""","""Fat Heads Brewery and Saloon""","""Bannock"""
13423,"""Danny Boy's Pizza""","""Adamson Barbecue""","""Monty's Blue Plate Diner""","""Firefly""","""Fat Heads Brewery and Saloon"""
13424,"""Postino Arcadia""","""Deagan's Kitchen & Bar""","""Blaze Fast-Fire'd Pizza""","""FnB""","""Beckett's Table"""
13425,"""Liberty Market""","""Soba""","""Angelo's Pizza""","""Original ChopShop""","""Butterfield's Pancake House"""
13426,"""Hobak Korean BBQ""","""Hugo's Cellar""","""Lao Sze Chuan""","""Rolling in Dough Cafe""","""Soho Japanese Restaurant"""
13427,"""Le Robin Square""","""Grand Lux Cafe""","""Barrio""","""Island Sushi & Grill""","""DW Bistro"""
13428,"""Salt Cellar""","""Burrito Boyz""","""Cactus Club Cafe""","""Poke Guys""","""Kaiju"""
13429,"""Kaiju""","""BLT Burger""","""Cibo""","""Deville Dinerbar""","""Bannock"""
13430,"""Mizumi""","""DW Bistro""","""Cibo""","""Firefly""","""Javier's"""
13431,"""Sushi Kaji Restaurant""","""Paina Cafe""","""Gyu-Kaku Japanese BBQ""","""Musashi Japanese Steakhouse""","""Due Forni"""
13432,"""Liberty Market""","""FIKA""","""Barrio""","""Postino Arcadia""","""DW Bistro"""
13433,"""Altius""","""Cafe Crepe""","""Le Robin Square""","""Island Sushi & Grill""","""Pastel Creperies & Dessert House"""
13434,"""Butterfield's Pancake House""","""Cactus Club Cafe""","""Hobak Korean BBQ""","""Le Robin Square""","""Eiffel Tower"""
13435,"""Bannock""","""The Shore Club - Toronto""","""Real Sports Bar & Grill""","""Pastel Creperies & Dessert House""","""Electric Mud BBQ"""
13436,"""Babbo Italian Eatery""","""Beckett's Table""","""Hoosier Cafe""","""Blaze Fast-Fire'd Pizza""","""Soho Japanese Restaurant"""
13437,"""Bannock""","""Frost Gelato""","""Lucky's Café""","""Chon Thai Food""","""Soho Japanese Restaurant"""
13438,"""Garage Wine and Tap""","""Hobak Korean BBQ""","""The Fry Bread House""","""Spago by Wolfgang Puck""","""Lucky's Café"""
13439,"""Adamson Barbecue""","""Joyride Taco House""","""Blaze Fast-Fire'd Pizza""","""Musashi Japanese Steakhouse""","""Firefly"""
13440,"""Blaze Fast-Fire'd Pizza""","""Butterfield's Pancake House""","""Guy Savoy""","""Kai""","""Postino Arcadia"""
13441,"""Makai Pacific Island Grill""","""Lahore Tikka House""","""DW Bistro""","""Shangri-La Hotel""","""Firefly"""
13442,"""Cibo""","""Soho Japanese Restaurant""","""Nobuo At Teeter House""","""Beckett's Table""","""Liberty Market"""
13443,"""Futo Buta""","""Sushi Station""","""TJ's Pizza & Wings""","""Umiya Sushi""","""Joyride Taco House"""
13444,"""L & L Hawaiian Barbecue""","""The Little Kitchen Cafe""","""N9NE Steakhouse""","""Garage Wine and Tap""","""Spago by Wolfgang Puck"""
13445,"""Postino Arcadia""","""Yupha's Thai Kitchen""","""Joe's Midnight Run""","""Guy Fieri's Vegas Kitchen & Bar""","""Burrito Boyz"""
13446,"""Eiffel Tower""","""Cactus Club Cafe""","""Mi Peru South American Grill""","""The Fry Bread House""","""Hobak Korean BBQ"""
13447,"""Izakaya Go""","""Hugo's Cellar""","""Lola Coffee""","""Blaze Fast-Fire'd Pizza""","""Cafe Breizh"""
13448,"""Adamson Barbecue""","""Sidecar""","""The Melting Pot-  Scottsdale""","""Cactus Club Cafe""","""Angelo's Pizza"""
13449,"""Due Forni""","""Yupha's Thai Kitchen""","""Presti's Bakery""","""Frost Gelato""","""Liberty Market"""
13450,"""Barrio Queen""","""Barrio""","""FnB""","""Andre's""","""Island Sushi & Grill"""
13451,"""Liberty Market""","""Deagan's Kitchen & Bar""","""Blue Adobe Grille""","""Postino Arcadia""","""Cibo"""
13452,"""Frost Gelato""","""Veggie Village""","""Earls Kitchen + Bar""","""Naked Fish's Sushi & Grill""","""Fat Heads Brewery and Saloon"""
13453,"""The Herb Box""","""Blue Adobe Grille""","""Beckett's Table""","""Liberty Market""","""Cibo"""
13454,"""The Hummus Factory""","""Hobak Korean BBQ""","""Pho Saigon 8""","""L'Atelier de Joël Robuchon""","""Sammy's L.A. Pastrami & Burgers"""
13455,"""Adamson Barbecue""","""DW Bistro""","""Futo Buta""","""Umiya Sushi""","""Kaiju"""
13456,"""Joyride Taco House""","""Kaiju""","""Burrito Boyz""","""Yupha's Thai Kitchen""","""Angelo's Pizza"""
13457,"""SakeBomber Sushi & Grill""","""Wildflower Bread Company""","""Original ChopShop""","""Earl Of Sandwich""","""Dumpling House Restaurant"""
13458,"""Due Forni""","""Jardin""","""Spago by Wolfgang Puck""","""Makai Pacific Island Grill""","""Sakun Thai"""
13459,"""Hobak Korean BBQ""","""Kai""","""Butterfield's Pancake House""","""Chase's Diner""","""Le Robin Square"""
13460,"""Toqué""","""Zappone's Italian Bistro""","""Tacos & Beer""","""Burrito Boyz""","""Spago by Wolfgang Puck"""
13461,"""Salt Cellar""","""Cafe Breizh""","""Restaurant Chantecler""","""Songbird Coffee & Tea House""","""Lola Coffee"""
13462,"""Miracle Mile Delicatessen""","""Fat Heads Brewery and Saloon""","""Postino Arcadia""","""Blaze Fast-Fire'd Pizza""","""Cibo"""
13463,"""Eiffel Tower""","""Firefly""","""Umiya Sushi""","""Tommy's Restaurant""","""FnB"""
13464,"""Fat Heads Brewery and Saloon""","""Pa Pa Chang's""","""Dumpling House Restaurant""","""Postino Arcadia""","""Blaze Fast-Fire'd Pizza"""
13465,"""Benihana""","""Sushi Kaji Restaurant""","""Pop Up Pizza""","""Other Mama""","""Adamson Barbecue"""
13466,"""Sammy's Woodfired Pizza and Grill""","""Five Guys""","""Lucky's Café""","""Raising Cane's""","""The Barrymore"""
13467,"""The Carbon Bar""","""Due Forni""","""Gyu-Kaku Japanese BBQ""","""Hobak Korean BBQ""","""Soho Japanese Restaurant"""
13468,"""M&M Soul Food Cafe""","""The Hummus Factory""","""Soho Japanese Restaurant""","""Spago by Wolfgang Puck""","""Rolling in Dough Cafe"""
13469,"""Joe Beef""","""Le Robin Square""","""Umiya Sushi""","""Andre's""","""Island Sushi & Grill"""
13470,"""Naked Fish's Sushi & Grill""","""Adamson Barbecue""","""Andre's""","""Blaze Fast-Fire'd Pizza""","""Firefly"""
13471,"""Le Majestique""","""Petite Maison""","""Blaze Fast-Fire'd Pizza""","""Dumpling House Restaurant""","""Adamson Barbecue"""
13472,"""The Shore Club - Toronto""","""Dumpling House Restaurant""","""Firefly""","""Umiya Sushi""","""Blaze Fast-Fire'd Pizza"""
13473,"""Javier's""","""Island Sushi & Grill""","""El Caballito""","""Andre's""","""DW Bistro"""
13474,"""Firefly""","""Chompie's Deli""","""Dumpling House Restaurant""","""Tommy's Restaurant""","""Fat Heads Brewery and Saloon"""
13475,"""Burrito Boyz""","""Cibo""","""Kaiju""","""Yupha's Thai Kitchen""","""Guy Fieri's Vegas Kitchen & Bar"""
13476,"""Cactus Club Cafe""","""Island Foods""","""Lola Coffee""","""Fat Heads Brewery and Saloon""","""Bannock"""
13477,"""Nota Bene""","""Cibo""","""Blue Adobe Grille""","""Guy Fieri's Vegas Kitchen & Bar""","""Ahipoki Bowl"""
13478,"""Frost Gelato""","""School Restaurant""","""Postino Arcadia""","""Fat Heads Brewery and Saloon""","""Lucky's Café"""
13479,"""Zappone's Italian Bistro""","""Joe's Midnight Run""","""DW Bistro""","""Sonora Mesquite Grill""","""Barrio"""
13480,"""Hobak Korean BBQ""","""Le Robin Square""","""Umiya Sushi""","""Futo Buta""","""Butterfield's Pancake House"""
13481,"""Cibo""","""Sidecar""","""Guy Fieri's Vegas Kitchen & Bar""","""Graze""","""BARDOT Brasserie"""
13482,"""Ahipoki Bowl""","""The Herb Box""","""Angelo's Pizza""","""Nobuo At Teeter House""","""Umiya Sushi"""
13483,"""Guy Fieri's Vegas Kitchen & Bar""","""M&M Soul Food Cafe""","""Bomb Tacos""","""Yupha's Thai Kitchen""","""Cibo"""
13484,"""Firefly""","""Guy Savoy""","""Adamson Barbecue""","""Naked Fish's Sushi & Grill""","""Tommy V's Urban Kitchen & Bar"""
13485,"""Burrito Boyz""","""Angelo's Pizza""","""The Shore Club - Toronto""","""Cibo""","""Electric Mud BBQ"""
